NaN	2.0	NaN	0.1	NaN	NaN
9.90	2.0	13.2	0.1	10.0	67.30
NaN	2.0	NaN	0.1	NaN	NaN
10.30	2.0	13.1	0.1	10.3	78.50
NaN	2.0	NaN	0.1	NaN	NaN
10.30	2.0	13.0	0.1	10.4	74.40
NaN	2.0	NaN	0.1	NaN	NaN
10.30	2.0	13.0	0.1	10.4	83.50
NaN	2.0	NaN	0.1	NaN	NaN
10.20	2.0	12.9	0.1	10.3	94.50
NaN	2.0	NaN	0.1	NaN	NaN
11.00	2.0	12.9	0.1	11.3	160.50
NaN	2.0	NaN	0.1	NaN	NaN
11.50	2.0	12.8	0.1	12.1	310.60
NaN	2.0	NaN	0.1	NaN	NaN
11.60	2.0	12.9	0.1	12.1	215.10
NaN	2.0	NaN	0.1	NaN	NaN
11.80	2.0	12.9	0.1	12.4	284.80
NaN	2.0	NaN	0.1	NaN	NaN
11.40	2.0	13.0	0.1	11.9	208.90
NaN	2.0	NaN	0.1	NaN	NaN
10.70	2.0	12.9	0.1	10.8	95.30
NaN	2.0	NaN	0.1	NaN	NaN
9.60	2.0	12.9	0.1	9.2	13.50
NaN	2.0	NaN	0.1	NaN	NaN
8.40	2.0	12.7	0.1	7.3	0.00
7.80	2.0	12.6	0.1	6.6	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.30	2.0	12.4	0.1	7.7	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.50	2.0	12.2	0.1	8.2	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.70	2.0	12.0	0.1	8.6	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.70	2.0	11.9	0.1	8.4	0.00
NaN	2.0	NaN	0.1	NaN	NaN
7.90	2.0	11.8	0.1	7.2	0.00
NaN	2.0	NaN	0.1	NaN	NaN
7.30	2.0	11.7	0.1	6.6	9.90
NaN	2.0	NaN	0.1	NaN	NaN
7.50	2.0	11.6	0.1	7.6	125.10
NaN	2.0	NaN	0.1	NaN	NaN
8.70	2.0	11.5	0.1	9.4	270.90
NaN	2.0	NaN	0.1	NaN	NaN
10.70	2.0	11.4	0.1	12.2	421.50
NaN	2.0	NaN	0.1	NaN	NaN
12.20	2.0	11.5	0.1	14.0	539.20
NaN	2.0	NaN	0.1	NaN	NaN
13.60	2.0	11.6	0.1	15.8	623.30
NaN	2.0	NaN	0.1	NaN	NaN
15.00	2.0	11.9	0.1	17.2	670.40
NaN	2.0	NaN	0.1	NaN	NaN
16.00	2.0	12.3	0.1	17.6	587.40
NaN	2.0	NaN	0.1	NaN	NaN
16.90	2.0	12.7	0.1	18.5	707.10
NaN	2.0	NaN	0.1	NaN	NaN
17.40	2.0	13.1	0.1	19.2	748.30
NaN	2.0	NaN	0.1	NaN	NaN
17.10	2.0	13.5	0.1	18.3	551.00
NaN	2.0	NaN	0.1	NaN	NaN
17.10	2.0	13.8	0.1	18.4	552.80
NaN	2.0	NaN	0.1	NaN	NaN
17.00	2.0	14.0	0.1	18.5	526.70
NaN	2.0	NaN	0.1	NaN	NaN
16.40	2.0	14.1	0.1	17.4	373.90
NaN	2.0	NaN	0.1	NaN	NaN
15.60	2.0	14.2	0.1	16.1	241.90
NaN	2.0	NaN	0.1	NaN	NaN
14.40	2.0	14.1	0.1	14.4	106.00
NaN	2.0	NaN	0.1	NaN	NaN
12.40	2.0	14.0	0.1	11.6	13.90
NaN	2.0	NaN	0.1	NaN	NaN
10.40	2.0	13.8	0.1	9.1	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.10	2.0	13.6	0.1	8.1	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.50	2.0	13.3	0.1	7.7	0.00
NaN	2.0	NaN	0.1	NaN	NaN
7.60	2.0	13.0	0.1	7.0	0.00
NaN	2.0	NaN	0.1	NaN	NaN
7.60	2.0	12.8	0.1	7.1	0.00
NaN	2.0	NaN	0.1	NaN	NaN
7.90	2.0	12.6	0.1	7.6	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.60	2.0	12.4	0.1	8.3	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.40	2.0	12.3	0.1	9.1	3.70
NaN	2.0	NaN	0.1	NaN	NaN
9.90	2.0	12.1	0.1	9.6	18.30
NaN	2.0	NaN	0.1	NaN	NaN
10.00	2.0	12.0	0.1	9.8	38.00
9.90	2.0	12.0	0.1	9.9	51.70
9.70	2.0	11.9	0.1	9.8	80.70
10.00	2.0	11.8	0.1	10.1	166.70
10.50	2.0	11.9	0.1	10.7	351.70
10.90	2.0	12.0	0.1	11.3	353.80
NaN	2.0	NaN	0.1	NaN	NaN
11.40	2.0	12.1	0.1	12.3	352.90
NaN	2.0	NaN	0.1	NaN	NaN
11.20	2.0	12.3	0.1	11.8	276.20
NaN	2.0	NaN	0.1	NaN	NaN
11.70	2.0	12.4	0.1	12.5	260.70
NaN	2.0	NaN	0.1	NaN	NaN
11.40	2.0	12.6	0.1	11.8	143.50
NaN	2.0	NaN	0.1	NaN	NaN
11.10	2.0	12.6	0.1	11.5	144.20
NaN	2.0	NaN	0.1	NaN	NaN
11.20	2.0	12.6	0.1	11.7	173.30
NaN	2.0	NaN	0.1	NaN	NaN
11.40	2.0	12.6	0.1	12.1	206.70
NaN	2.0	NaN	0.1	NaN	NaN
10.70	2.0	12.6	0.1	10.8	79.50
NaN	2.0	NaN	0.1	NaN	NaN
10.20	2.0	12.6	0.1	10.0	5.90
NaN	2.0	NaN	0.1	NaN	NaN
9.80	2.0	12.5	0.1	9.6	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.70	2.0	12.4	0.1	9.4	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.40	2.0	12.3	0.1	9.0	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.90	2.0	12.1	0.1	9.6	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.90	2.0	12.0	0.1	9.8	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.90	2.0	11.9	0.1	9.8	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.70	2.0	11.9	0.1	9.6	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.50	2.0	11.8	0.1	9.5	5.00
NaN	2.0	NaN	0.1	NaN	NaN
9.50	2.0	11.7	0.1	9.5	31.30
NaN	2.0	NaN	0.1	NaN	NaN
10.00	2.0	11.7	0.1	10.2	85.70
NaN	2.0	NaN	0.1	NaN	NaN
10.90	2.0	11.6	0.1	11.5	234.20
NaN	2.0	NaN	0.1	NaN	NaN
12.30	2.0	11.6	0.1	13.9	494.80
NaN	2.0	NaN	0.1	NaN	NaN
13.10	2.0	11.8	0.1	15.0	622.60
NaN	2.0	NaN	0.1	NaN	NaN
13.80	2.0	12.0	0.1	15.9	735.10
NaN	2.0	NaN	0.1	NaN	NaN
14.00	2.0	12.4	0.1	16.4	786.00
NaN	2.0	NaN	0.1	NaN	NaN
13.30	2.0	12.9	0.1	15.1	488.10
NaN	2.0	NaN	0.1	NaN	NaN
12.80	2.0	13.3	0.1	14.5	510.00
NaN	2.0	NaN	0.1	NaN	NaN
11.80	2.0	13.6	0.1	12.9	274.90
NaN	2.0	NaN	0.1	NaN	NaN
11.30	2.0	13.7	0.1	12.1	209.60
NaN	2.0	NaN	0.1	NaN	NaN
11.30	2.0	13.7	0.1	12.0	157.60
NaN	2.0	NaN	0.1	NaN	NaN
10.50	2.0	13.7	0.1	10.8	87.30
NaN	2.0	NaN	0.1	NaN	NaN
10.40	2.0	13.6	0.1	10.5	37.40
NaN	2.0	NaN	0.1	NaN	NaN
10.20	2.0	13.5	0.1	10.1	39.10
NaN	2.0	NaN	0.1	NaN	NaN
9.80	2.0	13.3	0.1	9.6	7.10
NaN	2.0	NaN	0.1	NaN	NaN
9.50	2.0	13.1	0.1	9.3	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.00	2.0	13.0	0.1	8.8	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.20	2.0	12.8	0.1	9.0	0.00
NaN	2.0	NaN	0.1	NaN	NaN
9.30	2.0	12.6	0.1	9.2	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.70	2.0	12.4	0.1	8.7	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.60	2.0	12.3	0.1	8.5	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.60	2.0	12.2	0.1	8.3	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.70	2.0	12.1	0.1	8.6	3.00
NaN	2.0	NaN	0.1	NaN	NaN
9.20	2.0	12.0	0.1	9.1	18.30
NaN	2.0	NaN	0.1	NaN	NaN
9.00	2.0	11.9	0.1	9.1	60.00
9.20	2.0	11.8	0.1	9.5	196.00
NaN	2.0	NaN	0.1	NaN	NaN
9.70	2.0	11.8	0.1	9.7	262.50
NaN	2.0	NaN	0.1	NaN	NaN
10.50	2.0	11.9	0.1	10.6	369.80
NaN	2.0	NaN	0.1	NaN	NaN
11.20	2.0	12.1	0.1	12.6	588.60
NaN	2.0	NaN	0.1	NaN	NaN
11.80	2.0	12.3	0.1	13.7	625.50
NaN	2.0	NaN	0.1	NaN	NaN
12.10	2.0	12.6	0.1	14.0	572.40
NaN	2.0	NaN	0.1	NaN	NaN
11.90	2.0	12.9	0.1	13.3	378.90
NaN	2.0	NaN	0.1	NaN	NaN
12.20	2.0	13.2	0.1	14.3	529.10
NaN	2.0	NaN	0.1	NaN	NaN
11.80	2.0	13.4	0.1	12.9	250.80
NaN	2.0	NaN	0.1	NaN	NaN
11.50	2.0	13.6	0.1	12.4	193.80
NaN	2.0	NaN	0.1	NaN	NaN
11.30	2.0	13.6	0.1	12.1	159.60
NaN	2.0	NaN	0.1	NaN	NaN
11.10	2.0	13.6	0.1	11.7	95.00
NaN	2.0	NaN	0.1	NaN	NaN
10.40	2.0	13.6	0.1	10.6	35.30
NaN	2.0	NaN	0.1	NaN	NaN
9.60	2.0	13.5	0.1	9.6	1.40
NaN	2.0	NaN	0.1	NaN	NaN
9.00	2.0	13.4	0.1	9.0	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.90	2.0	13.2	0.1	8.9	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.40	2.0	13.1	0.1	8.3	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.10	2.0	12.9	0.1	8.1	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.10	2.0	12.8	0.1	8.1	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.10	2.0	12.7	0.1	8.1	0.00
NaN	2.0	NaN	0.1	NaN	NaN
8.00	2.0	12.6	0.1	8.1	0.00
NaN	2.0	NaN	0.1	NaN	NaN
7.70	2.0	12.5	0.1	7.8	2.10
NaN	2.0	NaN	0.1	NaN	NaN
7.60	2.0	12.4	0.1	7.7	26.50
NaN	2.0	NaN	0.1	NaN	NaN
8.10	2.0	12.3	0.1	8.4	58.10
NaN	2.0	NaN	0.1	NaN	NaN
8.50	2.0	12.2	0.1	8.9	71.20
NaN	2.0	NaN	0.1	NaN	NaN
9.00	2.0	12.2	0.1	9.5	101.30
NaN	2.0	NaN	0.1	NaN	NaN
10.20	2.0	12.2	0.1	10.7	226.70
NaN	2.0	NaN	0.1	NaN	NaN
11.80	2.0	12.2	0.1	11.6	384.20
12.60	2.0	12.3	0.1	13.0	387.00
13.00	2.0	12.6	0.1	13.8	399.60
